"","Date","state","value","region"
"744","Apr 9","KS",4,"Midwest"
"745","Apr 10","KS",8,"Midwest"
"746","Apr 11","KS",5,"Midwest"
"747","Apr 12","KS",1,"Midwest"
"748","Apr 13","KS",6,"Midwest"
"749","Feb 29","MI",0,"Midwest"
"750","Mar 1","MI",0,"Midwest"
"751","Mar 2","MI",0,"Midwest"
"752","Mar 3","MI",0,"Midwest"
"753","Mar 4","MI",0,"Midwest"
"754","Mar 6","MI",0,"Midwest"
"755","Mar 7","MI",0,"Midwest"
"756","Mar 8","MI",0,"Midwest"
"757","Mar 9","MI",0,"Midwest"
"758","Mar 10","MI",0,"Midwest"
"759","Mar 11","MI",0,"Midwest"
"760","Mar 12","MI",0,"Midwest"
"761","Mar 13","MI",0,"Midwest"
"762","Mar 14","MI",0,"Midwest"
"763","Mar 15","MI",0,"Midwest"
"764","Mar 16","MI",0,"Midwest"
"765","Mar 17","MI",0,"Midwest"
"766","Mar 18","MI",0,"Midwest"
"767","Mar 19","MI",1,"Midwest"
"768","Mar 20","MI",2,"Midwest"
"769","Mar 21","MI",2,"Midwest"
"770","Mar 22","MI",3,"Midwest"
"771","Mar 23","MI",7,"Midwest"
"772","Mar 24","MI",9,"Midwest"
"773","Mar 25","MI",19,"Midwest"
"774","Mar 26","MI",17,"Midwest"
"775","Mar 27","MI",32,"Midwest"
"776","Mar 28","MI",19,"Midwest"
"777","Mar 29","MI",21,"Midwest"
"778","Mar 30","MI",52,"Midwest"
"779","Mar 31","MI",75,"Midwest"
"780","Apr 1","MI",78,"Midwest"
"781","Apr 2","MI",80,"Midwest"
"782","Apr 3","MI",62,"Midwest"
"783","Apr 4","MI",61,"Midwest"
"784","Apr 5","MI",77,"Midwest"
"785","Apr 6","MI",110,"Midwest"
"786","Apr 7","MI",118,"Midwest"
"787","Apr 8","MI",114,"Midwest"
"788","Apr 9","MI",117,"Midwest"
"789","Apr 10","MI",205,"Midwest"
"790","Apr 11","MI",111,"Midwest"
"791","Apr 12","MI",95,"Midwest"
"792","Apr 13","MI",115,"Midwest"
"793","Feb 29","MN",0,"Midwest"
"794","Mar 1","MN",0,"Midwest"
"795","Mar 2","MN",0,"Midwest"
"796","Mar 3","MN",0,"Midwest"
"797","Mar 4","MN",0,"Midwest"
"798","Mar 6","MN",0,"Midwest"
"799","Mar 7","MN",0,"Midwest"
"800","Mar 8","MN",0,"Midwest"
"801","Mar 9","MN",0,"Midwest"
"802","Mar 10","MN",0,"Midwest"
"803","Mar 11","MN",0,"Midwest"
"804","Mar 12","MN",0,"Midwest"
"805","Mar 13","MN",0,"Midwest"
"806","Mar 14","MN",0,"Midwest"
"807","Mar 15","MN",0,"Midwest"
"808","Mar 16","MN",0,"Midwest"
"809","Mar 17","MN",0,"Midwest"
"810","Mar 18","MN",0,"Midwest"
"811","Mar 19","MN",0,"Midwest"
"812","Mar 20","MN",0,"Midwest"
"813","Mar 21","MN",1,"Midwest"
"814","Mar 22","MN",0,"Midwest"
"815","Mar 23","MN",0,"Midwest"
"816","Mar 24","MN",0,"Midwest"
"817","Mar 25","MN",0,"Midwest"
"818","Mar 26","MN",1,"Midwest"
"819","Mar 27","MN",2,"Midwest"
"820","Mar 28","MN",1,"Midwest"
"821","Mar 29","MN",4,"Midwest"
"822","Mar 30","MN",1,"Midwest"
"823","Mar 31","MN",2,"Midwest"
"824","Apr 1","MN",5,"Midwest"
"825","Apr 2","MN",1,"Midwest"
"826","Apr 3","MN",4,"Midwest"
"827","Apr 4","MN",2,"Midwest"
"828","Apr 5","MN",5,"Midwest"
"829","Apr 6","MN",1,"Midwest"
"830","Apr 7","MN",4,"Midwest"
"831","Apr 8","MN",5,"Midwest"
"832","Apr 9","MN",11,"Midwest"
"833","Apr 10","MN",7,"Midwest"
"834","Apr 11","MN",7,"Midwest"
"835","Apr 12","MN",6,"Midwest"
"836","Apr 13","MN",0,"Midwest"
"837","Feb 29","MO",0,"Midwest"
"838","Mar 1","MO",0,"Midwest"
"839","Mar 2","MO",0,"Midwest"
"840","Mar 3","MO",0,"Midwest"
"841","Mar 4","MO",0,"Midwest"
"842","Mar 6","MO",0,"Midwest"
"843","Mar 7","MO",0,"Midwest"
"844","Mar 8","MO",0,"Midwest"
"845","Mar 9","MO",0,"Midwest"
"846","Mar 10","MO",0,"Midwest"
"847","Mar 11","MO",0,"Midwest"
"848","Mar 12","MO",0,"Midwest"
"849","Mar 13","MO",0,"Midwest"
"850","Mar 14","MO",0,"Midwest"
"851","Mar 15","MO",0,"Midwest"
"852","Mar 16","MO",0,"Midwest"
"853","Mar 17","MO",0,"Midwest"
"854","Mar 18","MO",1,"Midwest"
"855","Mar 19","MO",0,"Midwest"
"856","Mar 20","MO",0,"Midwest"
"857","Mar 21","MO",2,"Midwest"
"858","Mar 22","MO",0,"Midwest"
"859","Mar 23","MO",0,"Midwest"
"860","Mar 24","MO",2,"Midwest"
"861","Mar 25","MO",3,"Midwest"
"862","Mar 26","MO",0,"Midwest"
"863","Mar 27","MO",1,"Midwest"
"864","Mar 28","MO",1,"Midwest"
"865","Mar 29","MO",2,"Midwest"
"866","Mar 30","MO",1,"Midwest"
"867","Mar 31","MO",1,"Midwest"
"868","Apr 1","MO",4,"Midwest"
"869","Apr 2","MO",1,"Midwest"
"870","Apr 3","MO",0,"Midwest"
"871","Apr 4","MO",5,"Midwest"
"872","Apr 5","MO",10,"Midwest"
"873","Apr 6","MO",5,"Midwest"
"874","Apr 7","MO",14,"Midwest"
"875","Apr 8","MO",5,"Midwest"
"876","Apr 9","MO",19,"Midwest"
"877","Apr 10","MO",19,"Midwest"
"878","Apr 11","MO",13,"Midwest"
"879","Apr 12","MO",1,"Midwest"
"880","Apr 13","MO",4,"Midwest"
"881","Feb 29","ND",0,"Midwest"
"882","Mar 1","ND",0,"Midwest"
"883","Mar 2","ND",0,"Midwest"
"884","Mar 3","ND",0,"Midwest"
"885","Mar 4","ND",0,"Midwest"
"886","Mar 6","ND",0,"Midwest"
"887","Mar 7","ND",0,"Midwest"
"888","Mar 8","ND",0,"Midwest"
"889","Mar 9","ND",0,"Midwest"
"890","Mar 10","ND",0,"Midwest"
"891","Mar 11","ND",0,"Midwest"
"892","Mar 12","ND",0,"Midwest"
"893","Mar 13","ND",0,"Midwest"
"894","Mar 14","ND",0,"Midwest"
"895","Mar 15","ND",0,"Midwest"
"896","Mar 16","ND",0,"Midwest"
"897","Mar 17","ND",0,"Midwest"
"898","Mar 18","ND",0,"Midwest"
"899","Mar 19","ND",0,"Midwest"
"900","Mar 20","ND",0,"Midwest"
"901","Mar 21","ND",0,"Midwest"
"902","Mar 22","ND",0,"Midwest"
"903","Mar 23","ND",0,"Midwest"
"904","Mar 24","ND",0,"Midwest"
"905","Mar 25","ND",0,"Midwest"
"906","Mar 26","ND",0,"Midwest"
"907","Mar 27","ND",1,"Midwest"
"908","Mar 28","ND",0,"Midwest"
"909","Mar 29","ND",0,"Midwest"
"910","Mar 30","ND",2,"Midwest"
"911","Mar 31","ND",0,"Midwest"
"912","Apr 1","ND",0,"Midwest"
"913","Apr 2","ND",0,"Midwest"
"914","Apr 3","ND",0,"Midwest"
"915","Apr 4","ND",0,"Midwest"
"916","Apr 5","ND",0,"Midwest"
"917","Apr 6","ND",0,"Midwest"
"918","Apr 7","ND",1,"Midwest"
"919","Apr 8","ND",0,"Midwest"
"920","Apr 9","ND",1,"Midwest"
"921","Apr 10","ND",1,"Midwest"
"922","Apr 11","ND",1,"Midwest"
"923","Apr 12","ND",1,"Midwest"
"924","Apr 13","ND",0,"Midwest"
"925","Feb 29","NE",0,"Midwest"
"926","Mar 1","NE",0,"Midwest"
"927","Mar 2","NE",0,"Midwest"
"928","Mar 3","NE",0,"Midwest"
"929","Mar 4","NE",0,"Midwest"
"930","Mar 6","NE",0,"Midwest"
"931","Mar 7","NE",0,"Midwest"
"932","Mar 8","NE",0,"Midwest"
"933","Mar 9","NE",0,"Midwest"
"934","Mar 10","NE",0,"Midwest"
"935","Mar 11","NE",0,"Midwest"
"936","Mar 12","NE",0,"Midwest"
"937","Mar 13","NE",0,"Midwest"
"938","Mar 14","NE",0,"Midwest"
"939","Mar 15","NE",0,"Midwest"
"940","Mar 16","NE",0,"Midwest"
"941","Mar 17","NE",0,"Midwest"
"942","Mar 18","NE",0,"Midwest"
"943","Mar 19","NE",0,"Midwest"
"944","Mar 20","NE",0,"Midwest"
"945","Mar 21","NE",0,"Midwest"
"946","Mar 22","NE",0,"Midwest"
"947","Mar 23","NE",0,"Midwest"
"948","Mar 24","NE",0,"Midwest"
"949","Mar 25","NE",0,"Midwest"
"950","Mar 26","NE",0,"Midwest"
"951","Mar 27","NE",2,"Midwest"
"952","Mar 28","NE",0,"Midwest"
"953","Mar 29","NE",0,"Midwest"
"954","Mar 30","NE",0,"Midwest"
"955","Mar 31","NE",1,"Midwest"
"956","Apr 1","NE",1,"Midwest"
"957","Apr 2","NE",1,"Midwest"
"958","Apr 3","NE",1,"Midwest"
"959","Apr 4","NE",2,"Midwest"
"960","Apr 5","NE",0,"Midwest"
"961","Apr 6","NE",0,"Midwest"
"962","Apr 7","NE",2,"Midwest"
"963","Apr 8","NE",2,"Midwest"
"964","Apr 9","NE",3,"Midwest"
"965","Apr 10","NE",2,"Midwest"
"966","Apr 11","NE",0,"Midwest"
"967","Apr 12","NE",0,"Midwest"
"968","Apr 13","NE",1,"Midwest"
"969","Feb 29","OH",0,"Midwest"
"970","Mar 1","OH",0,"Midwest"
"971","Mar 2","OH",0,"Midwest"
"972","Mar 3","OH",0,"Midwest"
"973","Mar 4","OH",0,"Midwest"
"974","Mar 6","OH",0,"Midwest"
"975","Mar 7","OH",0,"Midwest"
"976","Mar 8","OH",0,"Midwest"
"977","Mar 9","OH",0,"Midwest"
"978","Mar 10","OH",0,"Midwest"
"979","Mar 11","OH",0,"Midwest"
"980","Mar 12","OH",0,"Midwest"
"981","Mar 13","OH",0,"Midwest"
"982","Mar 14","OH",0,"Midwest"
"983","Mar 15","OH",0,"Midwest"
"984","Mar 16","OH",0,"Midwest"
"985","Mar 17","OH",0,"Midwest"
"986","Mar 18","OH",0,"Midwest"
"987","Mar 19","OH",0,"Midwest"
"988","Mar 20","OH",1,"Midwest"
"989","Mar 21","OH",2,"Midwest"
"990","Mar 22","OH",0,"Midwest"
"991","Mar 23","OH",3,"Midwest"
"992","Mar 24","OH",2,"Midwest"
"993","Mar 25","OH",2,"Midwest"
"994","Mar 26","OH",0,"Midwest"
"995","Mar 27","OH",9,"Midwest"
"996","Mar 28","OH",6,"Midwest"
"997","Mar 29","OH",4,"Midwest"
"998","Mar 30","OH",10,"Midwest"
"999","Mar 31","OH",16,"Midwest"
"1000","Apr 1","OH",10,"Midwest"
"1001","Apr 2","OH",16,"Midwest"
"1002","Apr 3","OH",10,"Midwest"
"1003","Apr 4","OH",11,"Midwest"
"1004","Apr 5","OH",17,"Midwest"
"1005","Apr 6","OH",23,"Midwest"
"1006","Apr 7","OH",25,"Midwest"
"1007","Apr 8","OH",26,"Midwest"
"1008","Apr 9","OH",20,"Midwest"
"1009","Apr 10","OH",18,"Midwest"
"1010","Apr 11","OH",16,"Midwest"
"1011","Apr 12","OH",6,"Midwest"
"1012","Apr 13","OH",15,"Midwest"
"1013","Feb 29","OK",0,"Midwest"
"1014","Mar 1","OK",0,"Midwest"
"1015","Mar 2","OK",0,"Midwest"
"1016","Mar 3","OK",0,"Midwest"
"1017","Mar 4","OK",0,"Midwest"
"1018","Mar 6","OK",0,"Midwest"
"1019","Mar 7","OK",0,"Midwest"
"1020","Mar 8","OK",0,"Midwest"
"1021","Mar 9","OK",0,"Midwest"
"1022","Mar 10","OK",0,"Midwest"
"1023","Mar 11","OK",0,"Midwest"
"1024","Mar 12","OK",0,"Midwest"
"1025","Mar 13","OK",0,"Midwest"
"1026","Mar 14","OK",0,"Midwest"
"1027","Mar 15","OK",0,"Midwest"
"1028","Mar 16","OK",0,"Midwest"
"1029","Mar 17","OK",0,"Midwest"
"1030","Mar 18","OK",0,"Midwest"
"1031","Mar 19","OK",1,"Midwest"
"1032","Mar 20","OK",0,"Midwest"
"1033","Mar 21","OK",0,"Midwest"
"1034","Mar 22","OK",1,"Midwest"
"1035","Mar 23","OK",0,"Midwest"
"1036","Mar 24","OK",1,"Midwest"
"1037","Mar 25","OK",2,"Midwest"
"1038","Mar 26","OK",2,"Midwest"
"1039","Mar 27","OK",1,"Midwest"
"1040","Mar 28","OK",7,"Midwest"
"1041","Mar 29","OK",1,"Midwest"
"1042","Mar 30","OK",1,"Midwest"
"1043","Mar 31","OK",6,"Midwest"
"1044","Apr 1","OK",7,"Midwest"
"1045","Apr 2","OK",4,"Midwest"
"1046","Apr 3","OK",4,"Midwest"
"1047","Apr 4","OK",4,"Midwest"
"1048","Apr 5","OK",4,"Midwest"
"1049","Apr 6","OK",5,"Midwest"
"1050","Apr 7","OK",16,"Midwest"
"1051","Apr 8","OK",12,"Midwest"
"1052","Apr 9","OK",1,"Midwest"
"1053","Apr 10","OK",8,"Midwest"
"1054","Apr 11","OK",6,"Midwest"
"1055","Apr 12","OK",2,"Midwest"
"1056","Apr 13","OK",3,"Midwest"
"1057","Feb 29","SD",0,"Midwest"
"1058","Mar 1","SD",0,"Midwest"
"1059","Mar 2","SD",0,"Midwest"
"1060","Mar 3","SD",0,"Midwest"
"1061","Mar 4","SD",0,"Midwest"
"1062","Mar 6","SD",0,"Midwest"
"1063","Mar 7","SD",0,"Midwest"
"1064","Mar 8","SD",0,"Midwest"
"1065","Mar 9","SD",0,"Midwest"
"1066","Mar 10","SD",1,"Midwest"
"1067","Mar 11","SD",0,"Midwest"
"1068","Mar 12","SD",0,"Midwest"
"1069","Mar 13","SD",0,"Midwest"
"1070","Mar 14","SD",0,"Midwest"
"1071","Mar 15","SD",0,"Midwest"
"1072","Mar 16","SD",0,"Midwest"
"1073","Mar 17","SD",0,"Midwest"
"1074","Mar 18","SD",0,"Midwest"
"1075","Mar 19","SD",0,"Midwest"
"1076","Mar 20","SD",0,"Midwest"
"1077","Mar 21","SD",0,"Midwest"
"1078","Mar 22","SD",0,"Midwest"
"1079","Mar 23","SD",0,"Midwest"
"1080","Mar 24","SD",0,"Midwest"
"1081","Mar 25","SD",0,"Midwest"
"1082","Mar 26","SD",0,"Midwest"
"1083","Mar 27","SD",0,"Midwest"
"1084","Mar 28","SD",0,"Midwest"
"1085","Mar 29","SD",0,"Midwest"
"1086","Mar 30","SD",0,"Midwest"
"1087","Mar 31","SD",0,"Midwest"
"1088","Apr 1","SD",1,"Midwest"
"1089","Apr 2","SD",0,"Midwest"
"1090","Apr 3","SD",0,"Midwest"
"1091","Apr 4","SD",0,"Midwest"
"1092","Apr 5","SD",0,"Midwest"
"1093","Apr 6","SD",2,"Midwest"
"1094","Apr 7","SD",2,"Midwest"
"1095","Apr 8","SD",0,"Midwest"
"1096","Apr 9","SD",0,"Midwest"
"1097","Apr 10","SD",0,"Midwest"
"1098","Apr 11","SD",0,"Midwest"
"1099","Apr 12","SD",0,"Midwest"
"1100","Apr 13","SD",0,"Midwest"
"1101","Feb 29","WI",0,"Midwest"
"1102","Mar 1","WI",0,"Midwest"
"1103","Mar 2","WI",0,"Midwest"
"1104","Mar 3","WI",0,"Midwest"
"1105","Mar 4","WI",0,"Midwest"
"1106","Mar 6","WI",0,"Midwest"
"1107","Mar 7","WI",0,"Midwest"
"1108","Mar 8","WI",0,"Midwest"
"1109","Mar 9","WI",0,"Midwest"
"1110","Mar 10","WI",0,"Midwest"
"1111","Mar 11","WI",0,"Midwest"
"1112","Mar 12","WI",0,"Midwest"
"1113","Mar 13","WI",0,"Midwest"
"1114","Mar 14","WI",0,"Midwest"
"1115","Mar 15","WI",0,"Midwest"
"1116","Mar 16","WI",0,"Midwest"
"1117","Mar 17","WI",0,"Midwest"
"1118","Mar 18","WI",0,"Midwest"
"1119","Mar 19","WI",0,"Midwest"
"1120","Mar 20","WI",3,"Midwest"
"1121","Mar 21","WI",1,"Midwest"
"1122","Mar 22","WI",0,"Midwest"
"1123","Mar 23","WI",1,"Midwest"
"1124","Mar 24","WI",0,"Midwest"
"1125","Mar 25","WI",1,"Midwest"
"1126","Mar 26","WI",2,"Midwest"
"1127","Mar 27","WI",5,"Midwest"
"1128","Mar 28","WI",0,"Midwest"
"1129","Mar 29","WI",0,"Midwest"
"1130","Mar 30","WI",1,"Midwest"
"1131","Mar 31","WI",2,"Midwest"
"1132","Apr 1","WI",8,"Midwest"
"1133","Apr 2","WI",7,"Midwest"
"1134","Apr 3","WI",6,"Midwest"
"1135","Apr 4","WI",19,"Midwest"
"1136","Apr 5","WI",12,"Midwest"
"1137","Apr 6","WI",9,"Midwest"
"1138","Apr 7","WI",15,"Midwest"
"1139","Apr 8","WI",7,"Midwest"
"1140","Apr 9","WI",12,"Midwest"
"1141","Apr 10","WI",17,"Midwest"
"1142","Apr 11","WI",9,"Midwest"
"1143","Apr 12","WI",7,"Midwest"
"1144","Apr 13","WI",10,"Midwest"
"1145","Feb 29","AL",0,"South"
"1146","Mar 1","AL",0,"South"
"1147","Mar 2","AL",0,"South"
"1148","Mar 3","AL",0,"South"
"1149","Mar 4","AL",0,"South"
"1150","Mar 6","AL",0,"South"
"1151","Mar 7","AL",0,"South"
"1152","Mar 8","AL",0,"South"
"1153","Mar 9","AL",0,"South"
"1154","Mar 10","AL",0,"South"
"1155","Mar 11","AL",0,"South"
"1156","Mar 12","AL",0,"South"
"1157","Mar 13","AL",0,"South"
"1158","Mar 14","AL",0,"South"
"1159","Mar 15","AL",0,"South"
"1160","Mar 16","AL",0,"South"
"1161","Mar 17","AL",0,"South"
"1162","Mar 18","AL",0,"South"
"1163","Mar 19","AL",0,"South"
"1164","Mar 20","AL",0,"South"
"1165","Mar 21","AL",0,"South"
"1166","Mar 22","AL",0,"South"
"1167","Mar 23","AL",0,"South"
"1168","Mar 24","AL",0,"South"
"1169","Mar 25","AL",1,"South"
"1170","Mar 26","AL",0,"South"
"1171","Mar 27","AL",2,"South"
"1172","Mar 28","AL",0,"South"
"1173","Mar 29","AL",1,"South"
"1174","Mar 30","AL",2,"South"
"1175","Mar 31","AL",7,"South"
"1176","Apr 1","AL",4,"South"
"1177","Apr 2","AL",0,"South"
"1178","Apr 3","AL",3,"South"
"1179","Apr 4","AL",6,"South"
"1180","Apr 5","AL",5,"South"
"1181","Apr 6","AL",1,"South"
"1182","Apr 7","AL",7,"South"
"1183","Apr 8","AL",9,"South"
"1184","Apr 9","AL",0,"South"
"1185","Apr 10","AL",10,"South"
"1186","Apr 11","AL",2,"South"
"1187","Apr 12","AL",1,"South"
"1188","Apr 13","AL",1,"South"
"1189","Feb 29","AR",0,"South"
"1190","Mar 1","AR",0,"South"
"1191","Mar 2","AR",0,"South"
"1192","Mar 3","AR",0,"South"
"1193","Mar 4","AR",0,"South"
"1194","Mar 6","AR",0,"South"
"1195","Mar 7","AR",0,"South"
"1196","Mar 8","AR",0,"South"
"1197","Mar 9","AR",0,"South"
"1198","Mar 10","AR",0,"South"
"1199","Mar 11","AR",0,"South"
"1200","Mar 12","AR",0,"South"
"1201","Mar 13","AR",0,"South"
"1202","Mar 14","AR",0,"South"
"1203","Mar 15","AR",0,"South"
"1204","Mar 16","AR",0,"South"
"1205","Mar 17","AR",0,"South"
"1206","Mar 18","AR",0,"South"
"1207","Mar 19","AR",0,"South"
"1208","Mar 20","AR",0,"South"
"1209","Mar 21","AR",0,"South"
"1210","Mar 22","AR",0,"South"
"1211","Mar 23","AR",0,"South"
"1212","Mar 24","AR",0,"South"
"1213","Mar 25","AR",2,"South"
"1214","Mar 26","AR",0,"South"
"1215","Mar 27","AR",1,"South"
"1216","Mar 28","AR",2,"South"
"1217","Mar 29","AR",1,"South"
"1218","Mar 30","AR",1,"South"
"1219","Mar 31","AR",0,"South"
"1220","Apr 1","AR",3,"South"
"1221","Apr 2","AR",2,"South"
"1222","Apr 3","AR",0,"South"
"1223","Apr 4","AR",2,"South"
"1224","Apr 5","AR",2,"South"
"1225","Apr 6","AR",0,"South"
"1226","Apr 7","AR",2,"South"
"1227","Apr 8","AR",0,"South"
"1228","Apr 9","AR",3,"South"
"1229","Apr 10","AR",3,"South"
"1230","Apr 11","AR",1,"South"
"1231","Apr 12","AR",2,"South"
"1232","Apr 13","AR",2,"South"
"1233","Feb 29","FL",0,"South"
"1234","Mar 1","FL",0,"South"
"1235","Mar 2","FL",0,"South"
"1236","Mar 3","FL",0,"South"
"1237","Mar 4","FL",0,"South"
"1238","Mar 6","FL",2,"South"
"1239","Mar 7","FL",0,"South"
"1240","Mar 8","FL",0,"South"
"1241","Mar 9","FL",0,"South"
"1242","Mar 10","FL",0,"South"
"1243","Mar 11","FL",0,"South"
"1244","Mar 12","FL",0,"South"
"1245","Mar 13","FL",0,"South"
"1246","Mar 14","FL",1,"South"
"1247","Mar 15","FL",0,"South"
"1248","Mar 16","FL",1,"South"
"1249","Mar 17","FL",2,"South"
"1250","Mar 18","FL",1,"South"
"1251","Mar 19","FL",1,"South"
"1252","Mar 20","FL",2,"South"
"1253","Mar 21","FL",1,"South"
"1254","Mar 22","FL",2,"South"
"1255","Mar 23","FL",4,"South"
"1256","Mar 24","FL",3,"South"
"1257","Mar 25","FL",3,"South"
"1258","Mar 26","FL",5,"South"
"1259","Mar 27","FL",18,"South"
"1260","Mar 28","FL",10,"South"
"1261","Mar 29","FL",4,"South"
"1262","Mar 30","FL",11,"South"
"1263","Mar 31","FL",14,"South"
"1264","Apr 1","FL",16,"South"
"1265","Apr 2","FL",43,"South"
"1266","Apr 3","FL",26,"South"
"1267","Apr 4","FL",25,"South"
"1268","Apr 5","FL",26,"South"
"1269","Apr 6","FL",33,"South"
"1270","Apr 7","FL",42,"South"
"1271","Apr 8","FL",13,"South"
"1272","Apr 9","FL",62,"South"
"1273","Apr 10","FL",48,"South"
"1274","Apr 11","FL",27,"South"
"1275","Apr 12","FL",15,"South"
"1276","Apr 13","FL",38,"South"
"1277","Feb 29","GA",0,"South"
"1278","Mar 1","GA",0,"South"
"1279","Mar 2","GA",0,"South"
"1280","Mar 3","GA",0,"South"
"1281","Mar 4","GA",0,"South"
"1282","Mar 6","GA",0,"South"
"1283","Mar 7","GA",0,"South"
"1284","Mar 8","GA",0,"South"
"1285","Mar 9","GA",0,"South"
"1286","Mar 10","GA",0,"South"
"1287","Mar 11","GA",0,"South"
"1288","Mar 12","GA",1,"South"
"1289","Mar 13","GA",0,"South"
"1290","Mar 14","GA",0,"South"
"1291","Mar 15","GA",0,"South"
"1292","Mar 16","GA",0,"South"
"1293","Mar 17","GA",0,"South"
"1294","Mar 18","GA",0,"South"
"1295","Mar 19","GA",9,"South"
"1296","Mar 20","GA",4,"South"
"1297","Mar 21","GA",0,"South"
"1298","Mar 22","GA",15,"South"
"1299","Mar 23","GA",0,"South"
"1300","Mar 24","GA",3,"South"
"1301","Mar 25","GA",0,"South"
"1302","Mar 26","GA",16,"South"
"1303","Mar 27","GA",16,"South"
"1304","Mar 28","GA",15,"South"
"1305","Mar 29","GA",4,"South"
"1306","Mar 30","GA",4,"South"
"1307","Mar 31","GA",38,"South"
"1308","Apr 1","GA",14,"South"
"1309","Apr 2","GA",24,"South"
"1310","Apr 3","GA",21,"South"
"1311","Apr 4","GA",24,"South"
"1312","Apr 5","GA",3,"South"
"1313","Apr 6","GA",18,"South"
"1314","Apr 7","GA",100,"South"
"1315","Apr 8","GA",33,"South"
"1316","Apr 9","GA",17,"South"
"1317","Apr 10","GA",37,"South"
"1318","Apr 11","GA",12,"South"
"1319","Apr 12","GA",14,"South"
"1320","Apr 13","GA",38,"South"
"1321","Feb 29","KY",0,"South"
"1322","Mar 1","KY",0,"South"
"1323","Mar 2","KY",0,"South"
"1324","Mar 3","KY",0,"South"
"1325","Mar 4","KY",0,"South"
"1326","Mar 6","KY",0,"South"
"1327","Mar 7","KY",0,"South"
"1328","Mar 8","KY",0,"South"
"1329","Mar 9","KY",0,"South"
"1330","Mar 10","KY",0,"South"
"1331","Mar 11","KY",0,"South"
"1332","Mar 12","KY",0,"South"
"1333","Mar 13","KY",0,"South"
"1334","Mar 14","KY",0,"South"
"1335","Mar 15","KY",0,"South"
"1336","Mar 16","KY",1,"South"
"1337","Mar 17","KY",0,"South"
"1338","Mar 18","KY",0,"South"
"1339","Mar 19","KY",0,"South"
"1340","Mar 20","KY",0,"South"
"1341","Mar 21","KY",1,"South"
"1342","Mar 22","KY",1,"South"
"1343","Mar 23","KY",0,"South"
"1344","Mar 24","KY",1,"South"
"1345","Mar 25","KY",0,"South"
"1346","Mar 26","KY",0,"South"
"1347","Mar 27","KY",4,"South"
"1348","Mar 28","KY",0,"South"
"1349","Mar 29","KY",0,"South"
"1350","Mar 30","KY",3,"South"
"1351","Mar 31","KY",6,"South"
"1352","Apr 1","KY",3,"South"
"1353","Apr 2","KY",0,"South"
"1354","Apr 3","KY",17,"South"
"1355","Apr 4","KY",3,"South"
"1356","Apr 5","KY",5,"South"
"1357","Apr 6","KY",14,"South"
"1358","Apr 7","KY",6,"South"
"1359","Apr 8","KY",8,"South"
"1360","Apr 9","KY",6,"South"
"1361","Apr 10","KY",11,"South"
"1362","Apr 11","KY",4,"South"
"1363","Apr 12","KY",0,"South"
"1364","Apr 13","KY",10,"South"
"1365","Feb 29","LA",0,"South"
"1366","Mar 1","LA",0,"South"
"1367","Mar 2","LA",0,"South"
"1368","Mar 3","LA",0,"South"
"1369","Mar 4","LA",0,"South"
"1370","Mar 6","LA",0,"South"
"1371","Mar 7","LA",0,"South"
"1372","Mar 8","LA",0,"South"
"1373","Mar 9","LA",0,"South"
"1374","Mar 10","LA",0,"South"
"1375","Mar 11","LA",0,"South"
"1376","Mar 12","LA",0,"South"
"1377","Mar 13","LA",0,"South"
"1378","Mar 14","LA",1,"South"
"1379","Mar 15","LA",1,"South"
"1380","Mar 16","LA",1,"South"
"1381","Mar 17","LA",1,"South"
"1382","Mar 18","LA",3,"South"
"1383","Mar 19","LA",3,"South"
"1384","Mar 20","LA",4,"South"
"1385","Mar 21","LA",2,"South"
"1386","Mar 22","LA",4,"South"
"1387","Mar 23","LA",14,"South"
"1388","Mar 24","LA",12,"South"
"1389","Mar 25","LA",19,"South"
"1390","Mar 26","LA",18,"South"
"1391","Mar 27","LA",36,"South"
"1392","Mar 28","LA",18,"South"
"1393","Mar 29","LA",14,"South"
"1394","Mar 30","LA",34,"South"
"1395","Mar 31","LA",54,"South"
"1396","Apr 1","LA",34,"South"
"1397","Apr 2","LA",37,"South"
"1398","Apr 3","LA",60,"South"
"1399","Apr 4","LA",39,"South"
"1400","Apr 5","LA",68,"South"
"1401","Apr 6","LA",35,"South"
"1402","Apr 7","LA",70,"South"
"1403","Apr 8","LA",70,"South"
"1404","Apr 9","LA",50,"South"
"1405","Apr 10","LA",53,"South"
"1406","Apr 11","LA",51,"South"
"1407","Apr 12","LA",34,"South"
"1408","Apr 13","LA",44,"South"
"1409","Feb 29","MS",0,"South"
"1410","Mar 1","MS",0,"South"
"1411","Mar 2","MS",0,"South"
"1412","Mar 3","MS",0,"South"
"1413","Mar 4","MS",0,"South"
"1414","Mar 6","MS",0,"South"
"1415","Mar 7","MS",0,"South"
"1416","Mar 8","MS",0,"South"
"1417","Mar 9","MS",0,"South"
"1418","Mar 10","MS",0,"South"
"1419","Mar 11","MS",0,"South"
"1420","Mar 12","MS",0,"South"
"1421","Mar 13","MS",0,"South"
"1422","Mar 14","MS",0,"South"
"1423","Mar 15","MS",0,"South"
"1424","Mar 16","MS",0,"South"
"1425","Mar 17","MS",0,"South"
"1426","Mar 18","MS",0,"South"
"1427","Mar 19","MS",0,"South"
"1428","Mar 20","MS",1,"South"
"1429","Mar 21","MS",0,"South"
