"","Date","state","value","region"
"1430","Mar 22","MS",0,"South"
"1431","Mar 23","MS",0,"South"
"1432","Mar 24","MS",0,"South"
"1433","Mar 25","MS",4,"South"
"1434","Mar 26","MS",1,"South"
"1435","Mar 27","MS",2,"South"
"1436","Mar 28","MS",5,"South"
"1437","Mar 29","MS",1,"South"
"1438","Mar 30","MS",2,"South"
"1439","Mar 31","MS",4,"South"
"1440","Apr 1","MS",2,"South"
"1441","Apr 2","MS",4,"South"
"1442","Apr 3","MS",3,"South"
"1443","Apr 4","MS",6,"South"
"1444","Apr 5","MS",8,"South"
"1445","Apr 6","MS",8,"South"
"1446","Apr 7","MS",8,"South"
"1447","Apr 8","MS",8,"South"
"1448","Apr 9","MS",9,"South"
"1449","Apr 10","MS",6,"South"
"1450","Apr 11","MS",11,"South"
"1451","Apr 12","MS",3,"South"
"1452","Apr 13","MS",2,"South"
"1453","Feb 29","NC",0,"South"
"1454","Mar 1","NC",0,"South"
"1455","Mar 2","NC",0,"South"
"1456","Mar 3","NC",0,"South"
"1457","Mar 4","NC",0,"South"
"1458","Mar 6","NC",0,"South"
"1459","Mar 7","NC",0,"South"
"1460","Mar 8","NC",0,"South"
"1461","Mar 9","NC",0,"South"
"1462","Mar 10","NC",0,"South"
"1463","Mar 11","NC",0,"South"
"1464","Mar 12","NC",0,"South"
"1465","Mar 13","NC",0,"South"
"1466","Mar 14","NC",0,"South"
"1467","Mar 15","NC",0,"South"
"1468","Mar 16","NC",0,"South"
"1469","Mar 17","NC",0,"South"
"1470","Mar 18","NC",0,"South"
"1471","Mar 19","NC",0,"South"
"1472","Mar 20","NC",0,"South"
"1473","Mar 21","NC",0,"South"
"1474","Mar 22","NC",0,"South"
"1475","Mar 23","NC",0,"South"
"1476","Mar 24","NC",0,"South"
"1477","Mar 25","NC",1,"South"
"1478","Mar 26","NC",1,"South"
"1479","Mar 27","NC",1,"South"
"1480","Mar 28","NC",1,"South"
"1481","Mar 29","NC",1,"South"
"1482","Mar 30","NC",1,"South"
"1483","Mar 31","NC",2,"South"
"1484","Apr 1","NC",2,"South"
"1485","Apr 2","NC",6,"South"
"1486","Apr 3","NC",3,"South"
"1487","Apr 4","NC",5,"South"
"1488","Apr 5","NC",7,"South"
"1489","Apr 6","NC",2,"South"
"1490","Apr 7","NC",13,"South"
"1491","Apr 8","NC",7,"South"
"1492","Apr 9","NC",12,"South"
"1493","Apr 10","NC",9,"South"
"1494","Apr 11","NC",6,"South"
"1495","Apr 12","NC",1,"South"
"1496","Apr 13","NC",5,"South"
"1497","Feb 29","SC",0,"South"
"1498","Mar 1","SC",0,"South"
"1499","Mar 2","SC",0,"South"
"1500","Mar 3","SC",0,"South"
"1501","Mar 4","SC",0,"South"
"1502","Mar 6","SC",0,"South"
"1503","Mar 7","SC",0,"South"
"1504","Mar 8","SC",0,"South"
"1505","Mar 9","SC",0,"South"
"1506","Mar 10","SC",0,"South"
"1507","Mar 11","SC",0,"South"
"1508","Mar 12","SC",0,"South"
"1509","Mar 13","SC",0,"South"
"1510","Mar 14","SC",0,"South"
"1511","Mar 15","SC",0,"South"
"1512","Mar 16","SC",1,"South"
"1513","Mar 17","SC",0,"South"
"1514","Mar 18","SC",0,"South"
"1515","Mar 19","SC",0,"South"
"1516","Mar 20","SC",0,"South"
"1517","Mar 21","SC",0,"South"
"1518","Mar 22","SC",2,"South"
"1519","Mar 23","SC",2,"South"
"1520","Mar 24","SC",0,"South"
"1521","Mar 25","SC",2,"South"
"1522","Mar 26","SC",2,"South"
"1523","Mar 27","SC",4,"South"
"1524","Mar 28","SC",2,"South"
"1525","Mar 29","SC",1,"South"
"1526","Mar 30","SC",2,"South"
"1527","Mar 31","SC",4,"South"
"1528","Apr 1","SC",4,"South"
"1529","Apr 2","SC",5,"South"
"1530","Apr 3","SC",3,"South"
"1531","Apr 4","SC",6,"South"
"1532","Apr 5","SC",4,"South"
"1533","Apr 6","SC",4,"South"
"1534","Apr 7","SC",3,"South"
"1535","Apr 8","SC",12,"South"
"1536","Apr 9","SC",4,"South"
"1537","Apr 10","SC",5,"South"
"1538","Apr 11","SC",8,"South"
"1539","Apr 12","SC",2,"South"
"1540","Apr 13","SC",5,"South"
"1541","Feb 29","TN",0,"South"
"1542","Mar 1","TN",0,"South"
"1543","Mar 2","TN",0,"South"
"1544","Mar 3","TN",0,"South"
"1545","Mar 4","TN",0,"South"
"1546","Mar 6","TN",0,"South"
"1547","Mar 7","TN",0,"South"
"1548","Mar 8","TN",0,"South"
"1549","Mar 9","TN",0,"South"
"1550","Mar 10","TN",0,"South"
"1551","Mar 11","TN",0,"South"
"1552","Mar 12","TN",0,"South"
"1553","Mar 13","TN",0,"South"
"1554","Mar 14","TN",0,"South"
"1555","Mar 15","TN",0,"South"
"1556","Mar 16","TN",0,"South"
"1557","Mar 17","TN",0,"South"
"1558","Mar 18","TN",0,"South"
"1559","Mar 19","TN",0,"South"
"1560","Mar 20","TN",0,"South"
"1561","Mar 21","TN",0,"South"
"1562","Mar 22","TN",0,"South"
"1563","Mar 23","TN",2,"South"
"1564","Mar 24","TN",0,"South"
"1565","Mar 25","TN",1,"South"
"1566","Mar 26","TN",0,"South"
"1567","Mar 27","TN",3,"South"
"1568","Mar 28","TN",0,"South"
"1569","Mar 29","TN",1,"South"
"1570","Mar 30","TN",6,"South"
"1571","Mar 31","TN",10,"South"
"1572","Apr 1","TN",1,"South"
"1573","Apr 2","TN",8,"South"
"1574","Apr 3","TN",5,"South"
"1575","Apr 4","TN",6,"South"
"1576","Apr 5","TN",1,"South"
"1577","Apr 6","TN",21,"South"
"1578","Apr 7","TN",7,"South"
"1579","Apr 8","TN",7,"South"
"1580","Apr 9","TN",15,"South"
"1581","Apr 10","TN",4,"South"
"1582","Apr 11","TN",3,"South"
"1583","Apr 12","TN",0,"South"
"1584","Apr 13","TN",8,"South"
"1585","Feb 29","TX",0,"South"
"1586","Mar 1","TX",0,"South"
"1587","Mar 2","TX",0,"South"
"1588","Mar 3","TX",0,"South"
"1589","Mar 4","TX",0,"South"
"1590","Mar 6","TX",0,"South"
"1591","Mar 7","TX",0,"South"
"1592","Mar 8","TX",0,"South"
"1593","Mar 9","TX",0,"South"
"1594","Mar 10","TX",0,"South"
"1595","Mar 11","TX",0,"South"
"1596","Mar 12","TX",0,"South"
"1597","Mar 13","TX",0,"South"
"1598","Mar 14","TX",0,"South"
"1599","Mar 15","TX",0,"South"
"1600","Mar 16","TX",0,"South"
"1601","Mar 17","TX",1,"South"
"1602","Mar 18","TX",1,"South"
"1603","Mar 19","TX",1,"South"
"1604","Mar 20","TX",2,"South"
"1605","Mar 21","TX",0,"South"
"1606","Mar 22","TX",0,"South"
"1607","Mar 23","TX",0,"South"
"1608","Mar 24","TX",4,"South"
"1609","Mar 25","TX",3,"South"
"1610","Mar 26","TX",6,"South"
"1611","Mar 27","TX",5,"South"
"1612","Mar 28","TX",4,"South"
"1613","Mar 29","TX",7,"South"
"1614","Mar 30","TX",4,"South"
"1615","Mar 31","TX",3,"South"
"1616","Apr 1","TX",17,"South"
"1617","Apr 2","TX",12,"South"
"1618","Apr 3","TX",20,"South"
"1619","Apr 4","TX",15,"South"
"1620","Apr 5","TX",22,"South"
"1621","Apr 6","TX",13,"South"
"1622","Apr 7","TX",14,"South"
"1623","Apr 8","TX",23,"South"
"1624","Apr 9","TX",22,"South"
"1625","Apr 10","TX",27,"South"
"1626","Apr 11","TX",28,"South"
"1627","Apr 12","TX",17,"South"
"1628","Apr 13","TX",16,"South"
"1629","Feb 29","VA",0,"South"
"1630","Mar 1","VA",0,"South"
"1631","Mar 2","VA",0,"South"
"1632","Mar 3","VA",0,"South"
"1633","Mar 4","VA",0,"South"
"1634","Mar 6","VA",0,"South"
"1635","Mar 7","VA",0,"South"
"1636","Mar 8","VA",0,"South"
"1637","Mar 9","VA",0,"South"
"1638","Mar 10","VA",0,"South"
"1639","Mar 11","VA",0,"South"
"1640","Mar 12","VA",0,"South"
"1641","Mar 13","VA",0,"South"
"1642","Mar 14","VA",1,"South"
"1643","Mar 15","VA",0,"South"
"1644","Mar 16","VA",0,"South"
"1645","Mar 17","VA",0,"South"
"1646","Mar 18","VA",0,"South"
"1647","Mar 19","VA",1,"South"
"1648","Mar 20","VA",0,"South"
"1649","Mar 21","VA",0,"South"
"1650","Mar 22","VA",1,"South"
"1651","Mar 23","VA",3,"South"
"1652","Mar 24","VA",1,"South"
"1653","Mar 25","VA",2,"South"
"1654","Mar 26","VA",4,"South"
"1655","Mar 27","VA",1,"South"
"1656","Mar 28","VA",3,"South"
"1657","Mar 29","VA",5,"South"
"1658","Mar 30","VA",3,"South"
"1659","Mar 31","VA",2,"South"
"1660","Apr 1","VA",7,"South"
"1661","Apr 2","VA",7,"South"
"1662","Apr 3","VA",5,"South"
"1663","Apr 4","VA",5,"South"
"1664","Apr 5","VA",0,"South"
"1665","Apr 6","VA",3,"South"
"1666","Apr 7","VA",9,"South"
"1667","Apr 8","VA",12,"South"
"1668","Apr 9","VA",34,"South"
"1669","Apr 10","VA",12,"South"
"1670","Apr 11","VA",9,"South"
"1671","Apr 12","VA",11,"South"
"1672","Apr 13","VA",8,"South"
"1673","Feb 29","WV",0,"South"
"1674","Mar 1","WV",0,"South"
"1675","Mar 2","WV",0,"South"
"1676","Mar 3","WV",0,"South"
"1677","Mar 4","WV",0,"South"
"1678","Mar 6","WV",0,"South"
"1679","Mar 7","WV",0,"South"
"1680","Mar 8","WV",0,"South"
"1681","Mar 9","WV",0,"South"
"1682","Mar 10","WV",0,"South"
"1683","Mar 11","WV",0,"South"
"1684","Mar 12","WV",0,"South"
"1685","Mar 13","WV",0,"South"
"1686","Mar 14","WV",0,"South"
"1687","Mar 15","WV",0,"South"
"1688","Mar 16","WV",0,"South"
"1689","Mar 17","WV",0,"South"
"1690","Mar 18","WV",0,"South"
"1691","Mar 19","WV",0,"South"
"1692","Mar 20","WV",0,"South"
"1693","Mar 21","WV",0,"South"
"1694","Mar 22","WV",0,"South"
"1695","Mar 23","WV",0,"South"
"1696","Mar 24","WV",0,"South"
"1697","Mar 25","WV",0,"South"
"1698","Mar 26","WV",0,"South"
"1699","Mar 27","WV",0,"South"
"1700","Mar 28","WV",0,"South"
"1701","Mar 29","WV",1,"South"
"1702","Mar 30","WV",0,"South"
"1703","Mar 31","WV",0,"South"
"1704","Apr 1","WV",1,"South"
"1705","Apr 2","WV",0,"South"
"1706","Apr 3","WV",0,"South"
"1707","Apr 4","WV",0,"South"
"1708","Apr 5","WV",1,"South"
"1709","Apr 6","WV",1,"South"
"1710","Apr 7","WV",0,"South"
"1711","Apr 8","WV",0,"South"
"1712","Apr 9","WV",1,"South"
"1713","Apr 10","WV",0,"South"
"1714","Apr 11","WV",1,"South"
"1715","Apr 12","WV",2,"South"
"1716","Apr 13","WV",1,"South"
"1717","Feb 29","CT",0,"Northeast"
"1718","Mar 1","CT",0,"Northeast"
"1719","Mar 2","CT",0,"Northeast"
"1720","Mar 3","CT",0,"Northeast"
"1721","Mar 4","CT",0,"Northeast"
"1722","Mar 6","CT",0,"Northeast"
"1723","Mar 7","CT",0,"Northeast"
"1724","Mar 8","CT",0,"Northeast"
"1725","Mar 9","CT",0,"Northeast"
"1726","Mar 10","CT",0,"Northeast"
"1727","Mar 11","CT",0,"Northeast"
"1728","Mar 12","CT",0,"Northeast"
"1729","Mar 13","CT",0,"Northeast"
"1730","Mar 14","CT",0,"Northeast"
"1731","Mar 15","CT",0,"Northeast"
"1732","Mar 16","CT",0,"Northeast"
"1733","Mar 17","CT",0,"Northeast"
"1734","Mar 18","CT",0,"Northeast"
"1735","Mar 19","CT",0,"Northeast"
"1736","Mar 20","CT",0,"Northeast"
"1737","Mar 21","CT",5,"Northeast"
"1738","Mar 22","CT",3,"Northeast"
"1739","Mar 23","CT",0,"Northeast"
"1740","Mar 24","CT",4,"Northeast"
"1741","Mar 25","CT",7,"Northeast"
"1742","Mar 26","CT",2,"Northeast"
"1743","Mar 27","CT",6,"Northeast"
"1744","Mar 28","CT",6,"Northeast"
"1745","Mar 29","CT",1,"Northeast"
"1746","Mar 30","CT",2,"Northeast"
"1747","Mar 31","CT",33,"Northeast"
"1748","Apr 1","CT",16,"Northeast"
"1749","Apr 2","CT",27,"Northeast"
"1750","Apr 3","CT",19,"Northeast"
"1751","Apr 4","CT",34,"Northeast"
"1752","Apr 5","CT",24,"Northeast"
"1753","Apr 6","CT",17,"Northeast"
"1754","Apr 7","CT",71,"Northeast"
"1755","Apr 8","CT",58,"Northeast"
"1756","Apr 9","CT",45,"Northeast"
"1757","Apr 10","CT",68,"Northeast"
"1758","Apr 11","CT",46,"Northeast"
"1759","Apr 12","CT",60,"Northeast"
"1760","Apr 13","CT",48,"Northeast"
"1761","Feb 29","DC",0,"Northeast"
"1762","Mar 1","DC",0,"Northeast"
"1763","Mar 2","DC",0,"Northeast"
"1764","Mar 3","DC",0,"Northeast"
"1765","Mar 4","DC",0,"Northeast"
"1766","Mar 6","DC",0,"Northeast"
"1767","Mar 7","DC",0,"Northeast"
"1768","Mar 8","DC",0,"Northeast"
"1769","Mar 9","DC",0,"Northeast"
"1770","Mar 10","DC",0,"Northeast"
"1771","Mar 11","DC",0,"Northeast"
"1772","Mar 12","DC",0,"Northeast"
"1773","Mar 13","DC",0,"Northeast"
"1774","Mar 14","DC",0,"Northeast"
"1775","Mar 15","DC",0,"Northeast"
"1776","Mar 16","DC",0,"Northeast"
"1777","Mar 17","DC",0,"Northeast"
"1778","Mar 18","DC",0,"Northeast"
"1779","Mar 19","DC",0,"Northeast"
"1780","Mar 20","DC",1,"Northeast"
"1781","Mar 21","DC",0,"Northeast"
"1782","Mar 22","DC",0,"Northeast"
"1783","Mar 23","DC",1,"Northeast"
"1784","Mar 24","DC",0,"Northeast"
"1785","Mar 25","DC",0,"Northeast"
"1786","Mar 26","DC",0,"Northeast"
"1787","Mar 27","DC",2,"Northeast"
"1788","Mar 28","DC",0,"Northeast"
"1789","Mar 29","DC",5,"Northeast"
"1790","Mar 30","DC",0,"Northeast"
"1791","Mar 31","DC",2,"Northeast"
"1792","Apr 1","DC",1,"Northeast"
"1793","Apr 2","DC",0,"Northeast"
"1794","Apr 3","DC",3,"Northeast"
"1795","Apr 4","DC",6,"Northeast"
"1796","Apr 5","DC",1,"Northeast"
"1797","Apr 6","DC",0,"Northeast"
"1798","Apr 7","DC",0,"Northeast"
"1799","Apr 8","DC",5,"Northeast"
"1800","Apr 9","DC",5,"Northeast"
"1801","Apr 10","DC",6,"Northeast"
"1802","Apr 11","DC",9,"Northeast"
"1803","Apr 12","DC",3,"Northeast"
"1804","Apr 13","DC",2,"Northeast"
"1805","Feb 29","DE",0,"Northeast"
"1806","Mar 1","DE",0,"Northeast"
"1807","Mar 2","DE",0,"Northeast"
"1808","Mar 3","DE",0,"Northeast"
"1809","Mar 4","DE",0,"Northeast"
"1810","Mar 6","DE",0,"Northeast"
"1811","Mar 7","DE",0,"Northeast"
"1812","Mar 8","DE",0,"Northeast"
"1813","Mar 9","DE",0,"Northeast"
"1814","Mar 10","DE",0,"Northeast"
"1815","Mar 11","DE",0,"Northeast"
"1816","Mar 12","DE",0,"Northeast"
"1817","Mar 13","DE",0,"Northeast"
"1818","Mar 14","DE",0,"Northeast"
"1819","Mar 15","DE",0,"Northeast"
"1820","Mar 16","DE",0,"Northeast"
"1821","Mar 17","DE",0,"Northeast"
"1822","Mar 18","DE",0,"Northeast"
"1823","Mar 19","DE",0,"Northeast"
"1824","Mar 20","DE",0,"Northeast"
"1825","Mar 21","DE",0,"Northeast"
"1826","Mar 22","DE",0,"Northeast"
"1827","Mar 23","DE",0,"Northeast"
"1828","Mar 24","DE",0,"Northeast"
"1829","Mar 25","DE",0,"Northeast"
"1830","Mar 26","DE",2,"Northeast"
"1831","Mar 27","DE",0,"Northeast"
"1832","Mar 28","DE",3,"Northeast"
"1833","Mar 29","DE",1,"Northeast"
"1834","Mar 30","DE",0,"Northeast"
"1835","Mar 31","DE",4,"Northeast"
"1836","Apr 1","DE",1,"Northeast"
"1837","Apr 2","DE",1,"Northeast"
"1838","Apr 3","DE",2,"Northeast"
"1839","Apr 4","DE",0,"Northeast"
"1840","Apr 5","DE",0,"Northeast"
"1841","Apr 6","DE",1,"Northeast"
"1842","Apr 7","DE",1,"Northeast"
"1843","Apr 8","DE",3,"Northeast"
"1844","Apr 9","DE",4,"Northeast"
"1845","Apr 10","DE",9,"Northeast"
"1846","Apr 11","DE",1,"Northeast"
"1847","Apr 12","DE",2,"Northeast"
"1848","Apr 13","DE",6,"Northeast"
"1849","Feb 29","MA",0,"Northeast"
"1850","Mar 1","MA",0,"Northeast"
"1851","Mar 2","MA",0,"Northeast"
"1852","Mar 3","MA",0,"Northeast"
"1853","Mar 4","MA",0,"Northeast"
"1854","Mar 6","MA",0,"Northeast"
"1855","Mar 7","MA",0,"Northeast"
"1856","Mar 8","MA",0,"Northeast"
"1857","Mar 9","MA",0,"Northeast"
"1858","Mar 10","MA",0,"Northeast"
"1859","Mar 11","MA",0,"Northeast"
"1860","Mar 12","MA",0,"Northeast"
"1861","Mar 13","MA",0,"Northeast"
"1862","Mar 14","MA",0,"Northeast"
"1863","Mar 15","MA",0,"Northeast"
"1864","Mar 16","MA",0,"Northeast"
"1865","Mar 17","MA",0,"Northeast"
"1866","Mar 18","MA",0,"Northeast"
"1867","Mar 19","MA",0,"Northeast"
"1868","Mar 20","MA",1,"Northeast"
"1869","Mar 21","MA",1,"Northeast"
"1870","Mar 22","MA",3,"Northeast"
"1871","Mar 23","MA",0,"Northeast"
"1872","Mar 24","MA",6,"Northeast"
"1873","Mar 25","MA",4,"Northeast"
"1874","Mar 26","MA",0,"Northeast"
"1875","Mar 27","MA",20,"Northeast"
"1876","Mar 28","MA",9,"Northeast"
"1877","Mar 29","MA",4,"Northeast"
"1878","Mar 30","MA",8,"Northeast"
"1879","Mar 31","MA",33,"Northeast"
"1880","Apr 1","MA",33,"Northeast"
"1881","Apr 2","MA",32,"Northeast"
"1882","Apr 3","MA",38,"Northeast"
"1883","Apr 4","MA",24,"Northeast"
"1884","Apr 5","MA",15,"Northeast"
"1885","Apr 6","MA",29,"Northeast"
"1886","Apr 7","MA",96,"Northeast"
"1887","Apr 8","MA",77,"Northeast"
"1888","Apr 9","MA",70,"Northeast"
"1889","Apr 10","MA",96,"Northeast"
"1890","Apr 11","MA",87,"Northeast"
"1891","Apr 12","MA",70,"Northeast"
"1892","Apr 13","MA",88,"Northeast"
"1893","Feb 29","MD",0,"Northeast"
"1894","Mar 1","MD",0,"Northeast"
"1895","Mar 2","MD",0,"Northeast"
"1896","Mar 3","MD",0,"Northeast"
"1897","Mar 4","MD",0,"Northeast"
"1898","Mar 6","MD",0,"Northeast"
"1899","Mar 7","MD",0,"Northeast"
"1900","Mar 8","MD",0,"Northeast"
"1901","Mar 9","MD",0,"Northeast"
"1902","Mar 10","MD",0,"Northeast"
"1903","Mar 11","MD",0,"Northeast"
"1904","Mar 12","MD",0,"Northeast"
"1905","Mar 13","MD",0,"Northeast"
"1906","Mar 14","MD",0,"Northeast"
"1907","Mar 15","MD",0,"Northeast"
"1908","Mar 16","MD",0,"Northeast"
"1909","Mar 17","MD",0,"Northeast"
"1910","Mar 18","MD",0,"Northeast"
"1911","Mar 19","MD",0,"Northeast"
"1912","Mar 20","MD",1,"Northeast"
"1913","Mar 21","MD",1,"Northeast"
"1914","Mar 22","MD",1,"Northeast"
"1915","Mar 23","MD",0,"Northeast"
"1916","Mar 24","MD",0,"Northeast"
"1917","Mar 25","MD",0,"Northeast"
"1918","Mar 26","MD",1,"Northeast"
"1919","Mar 27","MD",1,"Northeast"
"1920","Mar 28","MD",0,"Northeast"
"1921","Mar 29","MD",5,"Northeast"
"1922","Mar 30","MD",5,"Northeast"
"1923","Mar 31","MD",3,"Northeast"
"1924","Apr 1","MD",13,"Northeast"
"1925","Apr 2","MD",5,"Northeast"
"1926","Apr 3","MD",6,"Northeast"
"1927","Apr 4","MD",11,"Northeast"
"1928","Apr 5","MD",14,"Northeast"
"1929","Apr 6","MD",24,"Northeast"
"1930","Apr 7","MD",12,"Northeast"
"1931","Apr 8","MD",21,"Northeast"
"1932","Apr 9","MD",14,"Northeast"
"1933","Apr 10","MD",33,"Northeast"
"1934","Apr 11","MD",35,"Northeast"
"1935","Apr 12","MD",29,"Northeast"
"1936","Apr 13","MD",27,"Northeast"
"1937","Feb 29","ME",0,"Northeast"
"1938","Mar 1","ME",0,"Northeast"
"1939","Mar 2","ME",0,"Northeast"
"1940","Mar 3","ME",0,"Northeast"
"1941","Mar 4","ME",0,"Northeast"
"1942","Mar 6","ME",0,"Northeast"
"1943","Mar 7","ME",0,"Northeast"
"1944","Mar 8","ME",0,"Northeast"
"1945","Mar 9","ME",0,"Northeast"
"1946","Mar 10","ME",0,"Northeast"
"1947","Mar 11","ME",0,"Northeast"
"1948","Mar 12","ME",0,"Northeast"
"1949","Mar 13","ME",0,"Northeast"
"1950","Mar 14","ME",0,"Northeast"
"1951","Mar 15","ME",0,"Northeast"
"1952","Mar 16","ME",0,"Northeast"
"1953","Mar 17","ME",0,"Northeast"
"1954","Mar 18","ME",0,"Northeast"
"1955","Mar 19","ME",0,"Northeast"
"1956","Mar 20","ME",0,"Northeast"
"1957","Mar 21","ME",0,"Northeast"
"1958","Mar 22","ME",0,"Northeast"
"1959","Mar 23","ME",0,"Northeast"
"1960","Mar 24","ME",0,"Northeast"
"1961","Mar 25","ME",0,"Northeast"
"1962","Mar 26","ME",0,"Northeast"
"1963","Mar 27","ME",1,"Northeast"
"1964","Mar 28","ME",0,"Northeast"
"1965","Mar 29","ME",2,"Northeast"
"1966","Mar 30","ME",0,"Northeast"
"1967","Mar 31","ME",2,"Northeast"
"1968","Apr 1","ME",2,"Northeast"
"1969","Apr 2","ME",0,"Northeast"
"1970","Apr 3","ME",2,"Northeast"
"1971","Apr 4","ME",1,"Northeast"
"1972","Apr 5","ME",0,"Northeast"
"1973","Apr 6","ME",0,"Northeast"
"1974","Apr 7","ME",2,"Northeast"
"1975","Apr 8","ME",2,"Northeast"
"1976","Apr 9","ME",2,"Northeast"
"1977","Apr 10","ME",1,"Northeast"
"1978","Apr 11","ME",2,"Northeast"
"1979","Apr 12","ME",0,"Northeast"
"1980","Apr 13","ME",0,"Northeast"
"1981","Feb 29","NH",0,"Northeast"
"1982","Mar 1","NH",0,"Northeast"
"1983","Mar 2","NH",0,"Northeast"
"1984","Mar 3","NH",0,"Northeast"
"1985","Mar 4","NH",0,"Northeast"
"1986","Mar 6","NH",0,"Northeast"
"1987","Mar 7","NH",0,"Northeast"
"1988","Mar 8","NH",0,"Northeast"
"1989","Mar 9","NH",0,"Northeast"
"1990","Mar 10","NH",0,"Northeast"
"1991","Mar 11","NH",0,"Northeast"
"1992","Mar 12","NH",0,"Northeast"
"1993","Mar 13","NH",0,"Northeast"
"1994","Mar 14","NH",0,"Northeast"
"1995","Mar 15","NH",0,"Northeast"
"1996","Mar 16","NH",0,"Northeast"
"1997","Mar 17","NH",0,"Northeast"
"1998","Mar 18","NH",0,"Northeast"
"1999","Mar 19","NH",0,"Northeast"
"2000","Mar 20","NH",0,"Northeast"
"2001","Mar 21","NH",0,"Northeast"
"2002","Mar 22","NH",0,"Northeast"
"2003","Mar 23","NH",0,"Northeast"
"2004","Mar 24","NH",1,"Northeast"
"2005","Mar 25","NH",0,"Northeast"
"2006","Mar 26","NH",0,"Northeast"
"2007","Mar 27","NH",1,"Northeast"
"2008","Mar 28","NH",0,"Northeast"
"2009","Mar 29","NH",1,"Northeast"
"2010","Mar 30","NH",0,"Northeast"
"2011","Mar 31","NH",0,"Northeast"
"2012","Apr 1","NH",1,"Northeast"
"2013","Apr 2","NH",1,"Northeast"
"2014","Apr 3","NH",2,"Northeast"
"2015","Apr 4","NH",2,"Northeast"
"2016","Apr 5","NH",0,"Northeast"
"2017","Apr 6","NH",0,"Northeast"
"2018","Apr 7","NH",4,"Northeast"
"2019","Apr 8","NH",5,"Northeast"
"2020","Apr 9","NH",3,"Northeast"
"2021","Apr 10","NH",1,"Northeast"
"2022","Apr 11","NH",1,"Northeast"
"2023","Apr 12","NH",0,"Northeast"
"2024","Apr 13","NH",0,"Northeast"
"2025","Feb 29","NJ",0,"Northeast"
"2026","Mar 1","NJ",0,"Northeast"
"2027","Mar 2","NJ",0,"Northeast"
"2028","Mar 3","NJ",0,"Northeast"
"2029","Mar 4","NJ",0,"Northeast"
"2030","Mar 6","NJ",0,"Northeast"
"2031","Mar 7","NJ",0,"Northeast"
"2032","Mar 8","NJ",0,"Northeast"
"2033","Mar 9","NJ",0,"Northeast"
"2034","Mar 10","NJ",1,"Northeast"
"2035","Mar 11","NJ",0,"Northeast"
"2036","Mar 12","NJ",0,"Northeast"
"2037","Mar 13","NJ",0,"Northeast"
"2038","Mar 14","NJ",0,"Northeast"
"2039","Mar 15","NJ",1,"Northeast"
"2040","Mar 16","NJ",1,"Northeast"
"2041","Mar 17","NJ",0,"Northeast"
"2042","Mar 18","NJ",2,"Northeast"
"2043","Mar 19","NJ",4,"Northeast"
"2044","Mar 20","NJ",2,"Northeast"
"2045","Mar 21","NJ",5,"Northeast"
"2046","Mar 22","NJ",4,"Northeast"
"2047","Mar 23","NJ",7,"Northeast"
"2048","Mar 24","NJ",17,"Northeast"
"2049","Mar 25","NJ",18,"Northeast"
"2050","Mar 26","NJ",19,"Northeast"
"2051","Mar 27","NJ",27,"Northeast"
"2052","Mar 28","NJ",32,"Northeast"
"2053","Mar 29","NJ",21,"Northeast"
"2054","Mar 30","NJ",37,"Northeast"
"2055","Mar 31","NJ",69,"Northeast"
"2056","Apr 1","NJ",88,"Northeast"
"2057","Apr 2","NJ",182,"Northeast"
"2058","Apr 3","NJ",109,"Northeast"
"2059","Apr 4","NJ",200,"Northeast"
"2060","Apr 5","NJ",71,"Northeast"
"2061","Apr 6","NJ",86,"Northeast"
"2062","Apr 7","NJ",229,"Northeast"
"2063","Apr 8","NJ",272,"Northeast"
"2064","Apr 9","NJ",196,"Northeast"
"2065","Apr 10","NJ",232,"Northeast"
"2066","Apr 11","NJ",251,"Northeast"
"2067","Apr 12","NJ",167,"Northeast"
"2068","Apr 13","NJ",93,"Northeast"
"2069","Feb 29","NY",0,"Northeast"
"2070","Mar 1","NY",0,"Northeast"
"2071","Mar 2","NY",0,"Northeast"
"2072","Mar 3","NY",0,"Northeast"
"2073","Mar 4","NY",0,"Northeast"
"2074","Mar 6","NY",0,"Northeast"
"2075","Mar 7","NY",0,"Northeast"
"2076","Mar 8","NY",0,"Northeast"
"2077","Mar 9","NY",0,"Northeast"
"2078","Mar 10","NY",0,"Northeast"
"2079","Mar 11","NY",0,"Northeast"
"2080","Mar 12","NY",0,"Northeast"
"2081","Mar 13","NY",0,"Northeast"
"2082","Mar 14","NY",1,"Northeast"
"2083","Mar 15","NY",0,"Northeast"
"2084","Mar 16","NY",0,"Northeast"
"2085","Mar 17","NY",6,"Northeast"
"2086","Mar 18","NY",0,"Northeast"
"2087","Mar 19","NY",14,"Northeast"
"2088","Mar 20","NY",14,"Northeast"
"2089","Mar 21","NY",25,"Northeast"
"2090","Mar 22","NY",54,"Northeast"
"2091","Mar 23","NY",43,"Northeast"
"2092","Mar 24","NY",53,"Northeast"
"2093","Mar 25","NY",75,"Northeast"
"2094","Mar 26","NY",100,"Northeast"
"2095","Mar 27","NY",134,"Northeast"
"2096","Mar 28","NY",209,"Northeast"
"2097","Mar 29","NY",237,"Northeast"
"2098","Mar 30","NY",253,"Northeast"
"2099","Mar 31","NY",332,"Northeast"
"2100","Apr 1","NY",391,"Northeast"
"2101","Apr 2","NY",432,"Northeast"
